bioguide_id,birthday,chamber,contact_form,crp_id,district,fax,fec_ids,first_name,gender,govtrack_id,in_office,last_name,leadership_role,middle_name,name_suffix,nickname,oc_email,ocd_id,office,party,phone,state,state_name,term_end,term_start,thomas_id,title,votesmart_id,website
D000622,1968-03-12,senate,https://www.duckworth.senate.gov/content/contact-senator,N00027860,None,None,H6IL06141;S6IL00292,Tammy,F,412533,True,Duckworth,None,None,None,None,Sen.Duckworth@opencongress.org,ocd-division/country:us/state:il,524 Hart Senate Office Building,D,202-224-2854,IL,Illinois,2023-01-03,2017-01-03,02123,Sen,57442,https://www.duckworth.senate.gov
G000571,1981-04-12,house,None,N00033281,2,202-225-4987,H2HI02508,Tulsi,F,412532,True,Gabbard,None,None,None,None,Rep.Gabbard@opencongress.org,ocd-division/country:us/state:hi/cd:2,1433 Longworth House Office Building,D,202-225-4906,HI,Hawaii,2019-01-03,2017-01-03,02122,Rep,129306,https://gabbard.house.gov
C001093,1966-08-16,house,None,N00033518,9,202-226-1224,H2GA09150,Doug,M,412531,True,Collins,None,None,None,None,Rep.Dougcollins@opencongress.org,ocd-division/country:us/state:ga/cd:9,1504 Longworth House Office Building,R,202-225-9893,GA,Georgia,2019-01-03,2017-01-03,02121,Rep,67851,https://dougcollins.house.gov
F000462,1948-05-16,house,None,N00002893,21,561-998-9048,H2FL14053;H2FL22080,Lois,F,412529,True,Frankel,None,None,None,None,Rep.Frankel@opencongress.org,ocd-division/country:us/state:fl/cd:21,1037 Longworth House Office Building,D,202-225-9890,FL,Florida,2019-01-03,2017-01-03,02119,Rep,8102,http://frankel.house.gov
D000621,1978-09-14,house,None,N00034746,6,202-226-6299,H2FL00292,Ron,M,412526,True,DeSantis,None,None,None,None,Rep.Desantis@opencongress.org,ocd-division/country:us/state:fl/cd:6,1524 Longworth House Office Building,R,202-225-2706,FL,Florida,2019-01-03,2017-01-03,02116,Rep,137630,http://desantis.house.gov
Y000065,1955-04-13,house,None,N00033220,3,None,H2FL06109,Ted,M,412525,True,Yoho,None,S.,None,None,Rep.Yoho@opencongress.org,ocd-division/country:us/state:fl/cd:3,511 Cannon House Office Building,R,202-225-5744,FL,Florida,2019-01-03,2017-01-03,02115,Rep,137622,http://yoho.house.gov
E000293,1959-08-25,house,None,N00033217,5,202-225-5933,H2CT05131,Elizabeth,F,412524,True,Esty,None,H.,None,None,Rep.Esty@opencongress.org,ocd-division/country:us/state:ct/cd:5,221 Cannon House Office Building,D,202-225-4476,CT,Connecticut,2019-01-03,2017-01-03,02114,Rep,72826,https://esty.house.gov
P000608,1958-06-17,house,None,N00033591,52,202-225-2558,H2CA52089,Scott,M,412523,True,Peters,None,H.,None,None,Rep.Scottpeters@opencongress.org,ocd-division/country:us/state:ca/cd:52,1122 Longworth House Office Building,D,202-225-0508,CA,California,2019-01-03,2017-01-03,02113,Rep,70351,http://scottpeters.house.gov
V000130,1961-03-07,house,None,N00007021,51,202-225-9073,H2CA50026,Juan,M,412522,True,Vargas,None,None,None,None,Rep.Vargas@opencongress.org,ocd-division/country:us/state:ca/cd:51,1605 Longworth House Office Building,D,202-225-8045,CA,California,2019-01-03,2017-01-03,02112,Rep,29100,http://vargas.house.gov
L000579,1941-03-08,house,None,N00033274,47,202-225-7926,H2CA00104,Alan,M,412521,True,Lowenthal,None,S.,None,None,Rep.Lowenthal@opencongress.org,ocd-division/country:us/state:ca/cd:47,125 Cannon House Office Building,D,202-225-7924,CA,California,2019-01-03,2017-01-03,02111,Rep,16469,http://lowenthal.house.gov
T000472,1960-12-10,house,None,N00006701,41,202-225-7018,H2CA43245,Mark,M,412520,True,Takano,None,None,None,None,Rep.Takano@opencongress.org,ocd-division/country:us/state:ca/cd:41,1507 Longworth House Office Building,D,202-225-2305,CA,California,2019-01-03,2017-01-03,02110,Rep,22337,https://takano.house.gov
R000599,1972-08-25,house,None,N00033510,36,202-225-1238,H2CA36439,Raul,M,412519,True,Ruiz,None,None,None,None,Rep.Ruiz@opencongress.org,ocd-division/country:us/state:ca/cd:36,1319 Longworth House Office Building,D,202-225-5330,CA,California,2019-01-03,2017-01-03,02109,Rep,136407,https://ruiz.house.gov
C001097,1963-03-31,house,None,N00033373,29,202-225-0819,H2CA28113,Tony,M,412517,True,Cárdenas,None,None,None,None,Rep.Cardenas@opencongress.org,ocd-division/country:us/state:ca/cd:29,1510 Longworth House Office Building,D,202-225-6131,CA,California,2019-01-03,2017-01-03,02107,Rep,9754,https://cardenas.house.gov
B001285,1952-08-28,house,None,N00034254,26,202-225-1100,H2CA00120,Julia,F,412516,True,Brownley,None,None,None,None,Rep.Juliabrownley@opencongress.org,ocd-division/country:us/state:ca/cd:26,1019 Longworth House Office Building,D,202-225-5811,CA,California,2019-01-03,2017-01-03,02106,Rep,59904,http://juliabrownley.house.gov
V000129,1977-04-14,house,None,N00033367,21,202-226-3196,H2CA20094,David,M,412515,True,Valadao,None,G.,None,None,Rep.Valadao@opencongress.org,ocd-division/country:us/state:ca/cd:21,1728 Longworth House Office Building,R,202-225-4695,CA,California,2019-01-03,2017-01-03,02105,Rep,120200,http://valadao.house.gov
S001193,1980-11-16,house,None,N00033508,15,None,H2CA15094,Eric,M,412514,True,Swalwell,None,None,None,None,Rep.Swalwell@opencongress.org,ocd-division/country:us/state:ca/cd:15,129 Cannon House Office Building,D,202-225-5065,CA,California,2019-01-03,2017-01-03,02104,Rep,129529,https://swalwell.house.gov
C001094,1943-03-03,house,None,N00034224,8,202-225-6498,H2CA08164,Paul,M,412513,True,Cook,None,None,None,None,Rep.Cook@opencongress.org,ocd-division/country:us/state:ca/cd:8,1222 Longworth House Office Building,R,202-225-5861,CA,California,2019-01-03,2017-01-03,02103,Rep,58121,http://cook.house.gov
B001287,1965-03-02,house,None,N00030717,7,202-226-1298,H0CA03078,Ami,M,412512,True,Bera,None,None,None,None,Rep.Bera@opencongress.org,ocd-division/country:us/state:ca/cd:7,1431 Longworth House Office Building,D,202-225-5716,CA,California,2019-01-03,2017-01-03,02102,Rep,120030,http://bera.house.gov
H001068,1964-02-18,house,None,N00033030,2,202-225-5163,H2CA06259,Jared,M,412511,True,Huffman,None,None,None,None,Rep.Huffman@opencongress.org,ocd-division/country:us/state:ca/cd:2,1406 Longworth House Office Building,D,202-225-5161,CA,California,2019-01-03,2017-01-03,02101,Rep,59849,http://huffman.house.gov
L000578,1960-07-02,house,None,N00033987,1,530-534-7800,H2CA02142;H2CA01144,Doug,M,412510,True,LaMalfa,None,None,None,None,Rep.Lamalfa@opencongress.org,ocd-division/country:us/state:ca/cd:1,322 Cannon House Office Building,R,202-225-3076,CA,California,2019-01-03,2017-01-03,02100,Rep,29713,http://lamalfa.house.gov
S001191,1976-07-12,house,None,N00033983,9,202-225-9731,H2AZ09019,Kyrsten,F,412509,True,Sinema,None,None,None,None,Rep.Sinema@opencongress.org,ocd-division/country:us/state:az/cd:9,1725 Longworth House Office Building,D,202-225-9888,AZ,Arizona,2019-01-03,2017-01-03,02099,Rep,28338,https://sinema.house.gov
C001095,1977-05-13,senate,http://www.cotton.senate.gov/?p=contact,N00033363,None,None,H2AR04083;S4AR00103,Tom,M,412508,True,Cotton,None,None,None,None,Sen.Cotton@opencongress.org,ocd-division/country:us/state:ar,124 Russell Senate Office Building,R,202-224-2353,AR,Arkansas,2021-01-03,2015-01-06,02098,Sen,135651,https://www.cotton.senate.gov
T000468,1950-05-23,house,None,N00030191,1,None,H8NV03036,Dina,F,412318,True,Titus,None,None,None,None,Rep.Titus@opencongress.org,ocd-division/country:us/state:nv/cd:1,2464 Rayburn House Office Building,D,202-225-5965,NV,Nevada,2019-01-03,2017-01-03,01940,Rep,2629,https://titus.house.gov
F000454,1955-10-07,house,None,N00029139,11,202-225-9420,H8IL14067;H2IL11124,Bill,M,412257,True,Foster,None,None,None,None,Rep.Foster@opencongress.org,ocd-division/country:us/state:il/cd:11,1224 Longworth House Office Building,D,202-225-3515,IL,Illinois,2019-01-03,2017-01-03,01888,Rep,101632,http://foster.house.gov
S001194,1972-10-20,senate,https://www.schatz.senate.gov/contact,N00028138,None,202-228-1153,S4HI00136;H6HI02244,Brian,M,412507,True,Schatz,None,Emanuel,None,None,Sen.Schatz@opencongress.org,ocd-division/country:us/state:hi,722 Hart Senate Office Building,D,202-224-3934,HI,Hawaii,2023-01-03,2017-01-03,02173,Sen,17852,https://www.schatz.senate.gov
P000604,1958-12-17,house,None,N00034639,10,202-225-4160,H2NJ10154,Donald,M,412506,True,Payne,None,M.,Jr.,None,Rep.Payne@opencongress.org,ocd-division/country:us/state:nj/cd:10,132 Cannon House Office Building,D,202-225-3436,NJ,New Jersey,2019-01-03,2017-01-03,02097,Rep,90668,http://payne.house.gov
M001184,1971-01-13,house,None,N00034041,4,202-225-0003,H2KY04121,Thomas,M,412503,True,Massie,None,None,None,None,Rep.Massie@opencongress.org,ocd-division/country:us/state:ky/cd:4,2453 Rayburn House Office Building,R,202-225-3465,KY,Kentucky,2019-01-03,2017-01-03,02094,Rep,132068,https://massie.house.gov
D000617,1962-02-17,house,None,N00030693,1,202-226-1606,H0WA08046,Suzan,F,412505,True,DelBene,None,K.,None,None,Rep.Delbene@opencongress.org,ocd-division/country:us/state:wa/cd:1,2442 Rayburn House Office Building,D,202-225-6311,WA,Washington,2019-01-03,2017-01-03,02096,Rep,126272,https://delbene.house.gov
B001278,1954-10-14,house,None,N00033474,1,202-225-9497,H2OR01133,Suzanne,F,412501,True,Bonamici,None,None,None,None,Rep.Bonamici@opencongress.org,ocd-division/country:us/state:or/cd:1,439 Cannon House Office Building,D,202-225-0855,OR,Oregon,2019-01-03,2017-01-03,02092,Rep,59641,http://bonamici.house.gov
A000369,1958-06-12,house,None,N00031177,2,202-225-5679,H2NV02395;H1NV02017;S0NV00237,Mark,M,412500,True,Amodei,None,E.,None,None,Rep.Amodei@opencongress.org,ocd-division/country:us/state:nv/cd:2,332 Cannon House Office Building,R,202-225-6155,NV,Nevada,2019-01-03,2017-01-03,02090,Rep,12537,https://amodei.house.gov
H001041,1960-05-10,senate,http://www.heller.senate.gov/public/index.cfm/contact-form,N00027522,None,202-228-6753,H6NV02164;S2NV00183,Dean,M,412218,True,Heller,None,None,None,None,Sen.Heller@opencongress.org,ocd-division/country:us/state:nv,324 Hart Senate Office Building,R,202-224-6244,NV,Nevada,2019-01-03,2013-01-03,01863,Sen,2291,https://www.heller.senate.gov/public
Y000064,1972-08-24,senate,https://www.young.senate.gov/content/contact-senator,N00030670,None,202-226-6866,H0IN09070;S6IN00191,Todd,M,412428,True,Young,None,C.,None,None,Sen.Young@opencongress.org,ocd-division/country:us/state:in,400 Russell Senate Office Building,R,202-224-5623,IN,Indiana,2023-01-03,2017-01-03,02019,Sen,120345,https://www.young.senate.gov
Y000033,1933-06-09,house,None,N00007999,0,202-225-0425,H6AK00045,Don,M,400440,True,Young,None,E.,None,None,Rep.Donyoung@opencongress.org,ocd-division/country:us/state:ak,2314 Rayburn House Office Building,R,202-225-5765,AK,Alaska,2019-01-03,2017-01-03,01256,Rep,26717,http://donyoung.house.gov
Y000063,1976-01-08,house,None,N00031502,3,202-225-2807,H0KS03137,Kevin,M,412430,True,Yoder,None,None,None,None,Rep.Yoder@opencongress.org,ocd-division/country:us/state:ks/cd:3,2433 Rayburn House Office Building,R,202-225-2865,KS,Kansas,2019-01-03,2017-01-03,02021,Rep,34433,http://yoder.house.gov
Y000062,1947-11-04,house,None,N00028073,3,202-225-5776,H6KY03124,John,M,412211,True,Yarmuth,None,A.,None,None,Rep.Yarmuth@opencongress.org,ocd-division/country:us/state:ky/cd:3,131 Cannon House Office Building,D,202-225-5401,KY,Kentucky,2019-01-03,2017-01-03,01853,Rep,58579,https://yarmuth.house.gov
W000779,1949-05-03,senate,https://www.wyden.senate.gov/contact/,N00007724,None,202-228-2717,S6OR00110;H0OR03026,Ron,M,300100,True,Wyden,None,None,None,None,Sen.Wyden@opencongress.org,ocd-division/country:us/state:or,221 Dirksen Senate Office Building,D,202-224-5244,OR,Oregon,2023-01-03,2017-01-03,01247,Sen,27036,https://www.wyden.senate.gov
W000810,1970-02-11,house,None,N00032416,7,202-225-4696,H0GA07133,Rob,M,412416,True,Woodall,None,None,None,None,Rep.Woodall@opencongress.org,ocd-division/country:us/state:ga/cd:7,1724 Longworth House Office Building,R,202-225-4272,GA,Georgia,2019-01-03,2017-01-03,02008,Rep,122251,https://woodall.house.gov
W000809,1957-02-18,house,None,N00031857,3,202-225-5713,H0AR03055,Steve,M,412402,True,Womack,None,None,None,None,Rep.Womack@opencongress.org,ocd-division/country:us/state:ar/cd:3,2412 Rayburn House Office Building,R,202-225-4301,AR,Arkansas,2019-01-03,2017-01-03,01991,Rep,71815,http://womack.house.gov
W000804,1959-02-03,house,None,N00029459,1,202-225-4382,H8VA01147,Robert,M,412255,True,Wittman,None,J.,None,None,Rep.Wittman@opencongress.org,ocd-division/country:us/state:va/cd:1,2055 Rayburn House Office Building,R,202-225-4261,VA,Virginia,2019-01-03,2017-01-03,01886,Rep,58133,http://wittman.house.gov
W000808,1942-11-05,house,None,N00030650,24,202-226-0777,H0FL17068,Frederica,F,412412,True,Wilson,None,S.,None,None,Rep.Wilson@opencongress.org,ocd-division/country:us/state:fl/cd:24,2445 Rayburn House Office Building,D,202-225-4506,FL,Florida,2019-01-03,2017-01-03,02004,Rep,17319,https://wilson.house.gov
W000795,1947-07-31,house,None,N00024809,2,202-225-2455,H2SC02059,Joe,M,400433,True,Wilson,None,G.,None,None,Rep.Joewilson@opencongress.org,ocd-division/country:us/state:sc/cd:2,1436 Longworth House Office Building,R,202-225-2452,SC,South Carolina,2019-01-03,2017-01-03,01688,Rep,3985,http://joewilson.house.gov
W000800,1947-05-02,house,None,N00000515,0,202-225-6790,H6VT00160;H8VT00034,Peter,M,412239,True,Welch,None,None,None,None,Rep.Welch@opencongress.org,ocd-division/country:us/state:vt,2303 Rayburn House Office Building,D,202-225-4115,VT,Vermont,2019-01-03,2017-01-03,01879,Rep,51272,https://welch.house.gov
W000806,1949-04-27,house,None,N00026335,11,202-225-0999,H0FL08208;S4FL00256,Daniel,M,412410,True,Webster,None,None,None,None,Rep.Webster@opencongress.org,ocd-division/country:us/state:fl/cd:11,1210 Longworth House Office Building,R,202-225-1002,FL,Florida,2019-01-03,2017-01-03,02002,Rep,24302,http://webster.house.gov
W000187,1938-08-15,house,None,N00006690,43,202-225-7854,H4CA23011,Maxine,F,400422,True,Waters,None,None,None,None,Rep.Waters@opencongress.org,ocd-division/country:us/state:ca/cd:43,2221 Rayburn House Office Building,D,202-225-2201,CA,California,2019-01-03,2017-01-03,01205,Rep,26759,https://waters.house.gov
W000797,1966-09-27,house,None,N00026106,23,202-226-2052,H4FL20023,Debbie,F,400623,True,Wasserman Schultz,None,None,None,None,Rep.Wassermanschultz@opencongress.org,ocd-division/country:us/state:fl/cd:23,1114 Longworth House Office Building,D,202-225-7931,FL,Florida,2019-01-03,2017-01-03,01777,Rep,24301,https://wassermanschultz.house.gov
W000799,1964-04-06,house,None,N00027467,1,202-225-3433,H6MN01174,Timothy,M,412214,True,Walz,None,James,None,None,Rep.Walz@opencongress.org,ocd-division/country:us/state:mn/cd:1,2313 Rayburn House Office Building,D,202-225-2472,MN,Minnesota,2019-01-03,2017-01-03,01856,Rep,65443,https://walz.house.gov
W000791,1957-01-10,house,None,N00007690,2,202-225-5774,H6OR02116,Greg,M,400419,True,Walden,None,P.,None,None,Rep.Walden@opencongress.org,ocd-division/country:us/state:or/cd:2,2185 Rayburn House Office Building,R,202-225-6730,OR,Oregon,2019-01-03,2017-01-03,01596,Rep,2979,https://walden.house.gov
W000798,1951-04-12,house,None,N00026368,7,202-225-6281,H4MI07103,Tim,M,412213,True,Walberg,None,None,None,None,Rep.Walberg@opencongress.org,ocd-division/country:us/state:mi/cd:7,2436 Rayburn House Office Building,R,202-225-6276,MI,Michigan,2019-01-03,2017-01-03,01855,Rep,8618,http://walberg.house.gov
V000108,1949-08-13,house,None,N00003813,1,202-225-2493,H4IN01012,Peter,M,400417,True,Visclosky,None,J.,None,None,Rep.Visclosky@opencongress.org,ocd-division/country:us/state:in/cd:1,2328 Rayburn House Office Building,D,202-225-2461,IN,Indiana,2019-01-03,2017-01-03,01188,Rep,26851,https://visclosky.house.gov
V000081,1953-03-28,house,None,N00001102,7,202-226-0327,H2NY00010,Nydia,F,400416,True,Velázquez,None,M.,None,None,Rep.Velazquez@opencongress.org,ocd-division/country:us/state:ny/cd:7,2302 Rayburn House Office Building,D,202-225-2361,NY,New York,2019-01-03,2017-01-03,01184,Rep,26975,https://velazquez.house.gov
V000128,1959-01-10,senate,https://www.vanhollen.senate.gov/content/contact-senator,N00013820,None,202-225-0375,H2MD08126;S6MD03441,Chris,M,400415,True,Van Hollen,None,None,Jr.,None,Sen.Vanhollen@opencongress.org,ocd-division/country:us/state:md,110 Hart Senate Office Building,D,202-224-4654,MD,Maryland,2023-01-03,2017-01-03,01729,Sen,6098,https://www.vanhollen.senate.gov
U000031,1953-04-23,house,None,N00004133,6,202-225-4986,H6MI04113,Fred,M,400414,True,Upton,None,Stephen,None,None,Rep.Upton@opencongress.org,ocd-division/country:us/state:mi/cd:6,2183 Rayburn House Office Building,R,202-225-3761,MI,Michigan,2019-01-03,2017-01-03,01177,Rep,26906,http://upton.house.gov
T000463,1960-01-11,house,None,N00025175,10,202-225-6754,H2OH03067;H2OH03091,Michael,M,400411,True,Turner,None,R.,None,None,Rep.Turner@opencongress.org,ocd-division/country:us/state:oh/cd:10,2368 Rayburn House Office Building,R,202-225-6465,OH,Ohio,2019-01-03,2017-01-03,01741,Rep,45519,https://turner.house.gov
T000465,1946-04-26,house,None,N00029026,3,202-226-0771,H8MA05143,Niki,F,412254,True,Tsongas,None,S.,None,None,Rep.Tsongas@opencongress.org,ocd-division/country:us/state:ma/cd:3,1714 Longworth House Office Building,D,202-225-3411,MA,Massachusetts,2019-01-03,2017-01-03,01884,Rep,89417,https://tsongas.house.gov
T000461,1961-11-17,senate,https://www.toomey.senate.gov/?p=contact,N00001489,None,202-228-0284,S4PA00121;H8PA15096,Patrick,M,400408,True,Toomey,None,J.,None,Pat,Sen.Toomey@opencongress.org,ocd-division/country:us/state:pa,248 Russell Senate Office Building,R,202-224-4254,PA,Pennsylvania,2023-01-03,2017-01-03,02085,Sen,24096,https://www.toomey.senate.gov
T000469,1949-06-18,house,None,N00030196,20,202-225-5077,H8NY21203,Paul,M,412319,True,Tonko,None,None,None,None,Rep.Tonko@opencongress.org,ocd-division/country:us/state:ny/cd:20,2463 Rayburn House Office Building,D,202-225-5076,NY,New York,2019-01-03,2017-01-03,01942,Rep,4403,https://tonko.house.gov
T000470,1956-11-09,house,None,N00027509,3,202-226-9669,H6CO03139,Scott,M,412405,True,Tipton,None,R.,None,None,Rep.Tipton@opencongress.org,ocd-division/country:us/state:co/cd:3,218 Cannon House Office Building,R,202-225-4761,CO,Colorado,2019-01-03,2017-01-03,01997,Rep,65403,http://tipton.house.gov
T000462,1962-10-21,house,None,N00009699,12,202-226-4523,H0OH12062,Patrick,M,400406,True,Tiberi,None,J.,None,Pat,Rep.Tiberi@opencongress.org,ocd-division/country:us/state:oh/cd:12,1203 Longworth House Office Building,R,202-225-5355,OH,Ohio,2019-01-03,2017-01-03,01664,Rep,8404,http://tiberi.house.gov
T000250,1961-01-07,senate,http://www.thune.senate.gov/public/index.cfm/contact,N00004572,None,202-228-5429,S2SD00068;H6SD00085,John,M,400546,True,Thune,None,None,None,None,Sen.Thune@opencongress.org,ocd-division/country:us/state:sd,511 Dirksen Senate Office Building,R,202-224-2321,SD,South Dakota,2023-01-03,2017-01-03,01534,Sen,398,https://www.thune.senate.gov
T000238,1958-07-15,house,None,N00006052,13,202-225-3486,H4TX13014,Mac,M,400404,True,Thornberry,None,M.,None,None,Rep.Thornberry@opencongress.org,ocd-division/country:us/state:tx/cd:13,2208 Rayburn House Office Building,R,202-225-3706,TX,Texas,2019-01-03,2017-01-03,01155,Rep,21706,http://thornberry.house.gov
T000467,1959-07-27,house,None,N00029736,5,202-225-5796,H8PA05071,Glenn,M,412317,True,Thompson,None,None,None,None,Rep.Thompson@opencongress.org,ocd-division/country:us/state:pa/cd:5,124 Cannon House Office Building,R,202-225-5121,PA,Pennsylvania,2019-01-03,2017-01-03,01952,Rep,24046,http://thompson.house.gov
T000460,1951-01-24,house,None,N00007419,5,202-225-4335,H8CA01109,Mike,M,400403,True,Thompson,None,Michael,None,None,Rep.Mikethompson@opencongress.org,ocd-division/country:us/state:ca/cd:5,231 Cannon House Office Building,D,202-225-3311,CA,California,2019-01-03,2017-01-03,01593,Rep,3564,http://mikethompson.house.gov
T000193,1948-01-28,house,None,N00003288,2,202-225-5898,H4MS02068,Bennie,M,400402,True,Thompson,None,G.,None,None,Rep.Benniethompson@opencongress.org,ocd-division/country:us/state:ms/cd:2,2466 Rayburn House Office Building,D,202-225-5876,MS,Mississippi,2019-01-03,2017-01-03,01151,Rep,26929,https://benniethompson.house.gov
S001156,1969-01-28,house,None,N00024870,38,202-226-1012,H2CA39078,Linda,F,400355,True,Sánchez,None,T.,None,None,Rep.Lindasanchez@opencongress.org,ocd-division/country:us/state:ca/cd:38,2329 Rayburn House Office Building,D,202-225-6676,CA,California,2019-01-03,2017-01-03,01757,Rep,29674,https://lindasanchez.house.gov
S001187,1965-03-24,house,None,N00029574,15,202-225-3529,H8OH15076,Steve,M,412461,True,Stivers,None,None,None,None,Rep.Stivers@opencongress.org,ocd-division/country:us/state:oh/cd:15,1022 Longworth House Office Building,R,202-225-2015,OH,Ohio,2019-01-03,2017-01-03,02047,Rep,45333,http://stivers.house.gov
S001175,1950-05-14,house,None,N00029649,14,202-347-0956,H8CA12171,Jackie,F,412259,True,Speier,None,None,None,None,Rep.Speier@opencongress.org,ocd-division/country:us/state:ca/cd:14,2465 Rayburn House Office Building,D,202-225-3531,CA,California,2019-01-03,2017-01-03,01890,Rep,8425,https://speier.house.gov
S000583,1947-11-19,house,None,N00001811,21,202-225-8628,H6TX21012,Lamar,M,400381,True,Smith,None,S.,None,None,Rep.Lamarsmith@opencongress.org,ocd-division/country:us/state:tx/cd:21,2409 Rayburn House Office Building,R,202-225-4236,TX,Texas,2019-01-03,2017-01-03,01075,Rep,27097,http://lamarsmith.house.gov
S000522,1953-03-04,house,None,N00009816,4,202-225-7768,H8NJ04014,Christopher,M,400380,True,Smith,None,H.,None,Chris,Rep.Chrissmith@opencongress.org,ocd-division/country:us/state:nj/cd:4,2373 Rayburn House Office Building,R,202-225-3765,NJ,New Jersey,2019-01-03,2017-01-03,01071,Rep,26952,http://chrissmith.house.gov
S001172,1970-12-19,house,None,N00027623,3,202-225-0207,H6NE03115,Adrian,M,412217,True,Smith,None,None,None,None,Rep.Adriansmith@opencongress.org,ocd-division/country:us/state:ne/cd:3,320 Cannon House Office Building,R,202-225-6435,NE,Nebraska,2019-01-03,2017-01-03,01860,Rep,21284,http://adriansmith.house.gov
S000510,1965-06-15,house,None,N00007833,9,202-225-5893,H6WA09025,Adam,M,400379,True,Smith,None,None,None,None,Rep.Adamsmith@opencongress.org,ocd-division/country:us/state:wa/cd:9,2264 Rayburn House Office Building,D,202-225-8901,WA,Washington,2019-01-03,2017-01-03,01528,Rep,845,https://adamsmith.house.gov
S000480,1929-08-14,house,None,N00001311,25,202-225-7822,H6NY03031,Louise,F,400378,True,Slaughter,None,McIntosh,None,None,Rep.Louise@opencongress.org,ocd-division/country:us/state:ny/cd:25,2469 Rayburn House Office Building,D,202-225-3615,NY,New York,2019-01-03,2017-01-03,01069,Rep,26991,https://louise.house.gov
S001165,1951-01-26,house,None,N00027523,8,202-226-0792,H6NJ13191,Albio,M,412186,True,Sires,None,None,None,None,Rep.Sires@opencongress.org,ocd-division/country:us/state:nj/cd:8,2342 Rayburn House Office Building,D,202-225-7919,NJ,New Jersey,2019-01-03,2017-01-03,01818,Rep,22510,https://sires.house.gov
S001148,1950-09-08,house,None,N00006263,2,202-225-8216,H8ID02064,Michael,M,400376,True,Simpson,None,K.,None,Mike,Rep.Simpson@opencongress.org,ocd-division/country:us/state:id/cd:2,2084 Rayburn House Office Building,R,202-225-5531,ID,Idaho,2019-01-03,2017-01-03,01590,Rep,2917,http://simpson.house.gov
S001154,1961-01-10,house,None,N00013770,9,202-225-2486,H2PA09035,Bill,M,409888,True,Shuster,None,None,None,None,Rep.Shuster@opencongress.org,ocd-division/country:us/state:pa/cd:9,2079 Rayburn House Office Building,R,202-225-2431,PA,Pennsylvania,2019-01-03,2017-01-03,01681,Rep,55693,https://shuster.house.gov
S000364,1958-02-21,house,None,N00004961,15,202-225-5880,H2IL20042,John,M,400373,True,Shimkus,None,M.,None,None,Rep.Shimkus@opencongress.org,ocd-division/country:us/state:il/cd:15,2217 Rayburn House Office Building,R,202-225-5271,IL,Illinois,2019-01-03,2017-01-03,01527,Rep,246,https://shimkus.house.gov
S000344,1954-10-24,house,None,N00006897,30,202-225-5879,H6CA24113,Brad,M,400371,True,Sherman,None,J.,None,None,Rep.Sherman@opencongress.org,ocd-division/country:us/state:ca/cd:30,2181 Rayburn House Office Building,D,202-225-5911,CA,California,2019-01-03,2017-01-03,01526,Rep,142,http://sherman.house.gov
S000320,1934-05-06,senate,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,N00009920,None,202-224-3416,S6AL00013,Richard,M,300089,True,Shelby,None,C.,None,None,Sen.Shelby@opencongress.org,ocd-division/country:us/state:al,304 Russell Senate Office Building,R,202-224-5744,AL,Alabama,2023-01-03,2017-01-03,01049,Sen,53266,https://www.shelby.senate.gov
S001185,1965-01-01,house,None,N00030622,7,202-226-9567,H0AL07086,Terri,F,412396,True,Sewell,None,A.,None,None,Rep.Sewell@opencongress.org,ocd-division/country:us/state:al/cd:7,2201 Rayburn House Office Building,D,202-225-2665,AL,Alabama,2019-01-03,2017-01-03,01988,Rep,121621,https://sewell.house.gov
S000250,1955-03-22,house,None,N00005681,32,202-225-5878,H2TX03126,Pete,M,400367,True,Sessions,None,A.,None,None,Rep.Sessions@opencongress.org,ocd-division/country:us/state:tx/cd:32,2233 Rayburn House Office Building,R,202-225-2231,TX,Texas,2019-01-03,2017-01-03,01525,Rep,288,https://sessions.house.gov
S000248,1943-10-24,house,None,N00001813,15,202-225-6001,H0NY18065,José,M,400366,True,Serrano,None,E.,None,None,Rep.Serrano@opencongress.org,ocd-division/country:us/state:ny/cd:15,2354 Rayburn House Office Building,D,202-225-4361,NY,New York,2019-01-03,2017-01-03,01042,Rep,26981,https://serrano.house.gov
S000244,1943-06-14,house,None,N00004291,5,202-225-3190,H8WI09050,F.,M,400365,True,Sensenbrenner,None,James,Jr.,None,Rep.Sensenbrenner@opencongress.org,ocd-division/country:us/state:wi/cd:5,2449 Rayburn House Office Building,R,202-225-5101,WI,Wisconsin,2019-01-03,2017-01-03,01041,Rep,27142,http://sensenbrenner.house.gov
S001184,1965-09-19,senate,https://www.scott.senate.gov/contact/email-me,N00031782,None,202-225-3407,H0SC01279;S4SC00240,Tim,M,412471,True,Scott,None,None,None,None,Sen.Scott@opencongress.org,ocd-division/country:us/state:sc,717 Hart Senate Office Building,R,202-224-6121,SC,South Carolina,2023-01-03,2017-01-03,02056,Sen,11940,https://www.scott.senate.gov
S000185,1947-04-30,house,None,N00002147,3,202-225-8354,H6VA01117,Robert,M,400364,True,Scott,None,C.,None,Bobby,Rep.Bobbyscott@opencongress.org,ocd-division/country:us/state:va/cd:3,1201 Longworth House Office Building,D,202-225-8351,VA,Virginia,2019-01-03,2017-01-03,01037,Rep,27117,http://bobbyscott.house.gov
